Name,Type 1,Type 2,Ability1,Ability2,Ability_Hidden,hasHP,hasAttack,hasDefense,hasSpAttack,hasSpDefense,hasSpeed,hasBST,Generation,hasExpToLvl100,esEvolucionFinal,hasCatchRate,isLegendary,Mega Evolution,Alolan Form,Galarian Form,hasHeight,hasWeight,hasBMI,Dataset_Pokedex.hasGenderMaleRatio,Dataset_Pokedex.hasGenderFemaleRatio,Dataset_Pokedex.hasEggSteps,Dataset_Pokedex.Egg_Group1,Dataset_Pokedex.Egg_Group2,Dataset_Pokedex.hasBaseExperience,Dataset_Pokedex.Category,Kanto.Moves
Mega Lopunny,Normal,Fighting,Scrappy,,,65,136,94,54,96,135,580,6,1000000,VERDADERO,60,FALSO,VERDADERO,FALSO,FALSO,1.3,28.3,16.7,50,50,20,Ground,Human-Like,203,Ordinary,
Mismagius,Ghost,,Levitate,,,60,60,60,105,105,105,495,4,800000,VERDADERO,45,FALSO,FALSO,FALSO,FALSO,0.9,4.4,5.4,50,50,25,Amorphous,,173,Ordinary,
Honchkrow,Dark,Flying,Insomnia, Moxie, Super Luck,100,125,52,105,52,71,505,4,1059860,VERDADERO,30,FALSO,FALSO,FALSO,FALSO,0.9,27.3,33.7,50,50,20,Flying,,177,Ordinary,
Glameow,Normal,,Keen Eye, Limber, Own Tempo,49,55,42,42,37,85,310,4,800000,FALSO,190,FALSO,FALSO,FALSO,FALSO,0.5,3.9,15.6,25,75,20,Ground,,62,Ordinary,
Purugly,Normal,,Defiant, Own Tempo, Thick Fat,71,82,64,64,59,112,452,4,800000,VERDADERO,75,FALSO,FALSO,FALSO,FALSO,1,43.8,43.8,25,75,20,Ground,,158,Ordinary,
Chingling,Psychic,,Levitate,,,45,30,50,65,50,45,285,4,800000,FALSO,120,FALSO,FALSO,FALSO,FALSO,0.2,0.6,15,50,50,25,Undiscovered,,57,Ordinary,
Stunky,Poison,Dark,Aftermath, Keen Eye, Stench,63,63,47,41,41,74,329,4,1000000,FALSO,225,FALSO,FALSO,FALSO,FALSO,0.4,19.2,120,50,50,20,Ground,,66,Ordinary,
Skuntank,Poison,Dark,Aftermath, Keen Eye, Stench,103,93,67,71,61,84,479,4,1000000,VERDADERO,60,FALSO,FALSO,FALSO,FALSO,1,38,38,50,50,20,Ground,,168,Ordinary,
Bronzor,Steel,Psychic,Heatproof, Heavy Metal, Levitate,57,24,86,24,86,23,300,4,1000000,FALSO,255,FALSO,FALSO,FALSO,FALSO,0.5,60.5,242,0,0,20,Mineral,,60,Ordinary,
Bronzong,Steel,Psychic,Heatproof, Heavy Metal, Levitate,67,89,116,79,116,33,500,4,1000000,VERDADERO,90,FALSO,FALSO,FALSO,FALSO,1.3,187,110.7,0,0,20,Mineral,,175,Ordinary,
Bonsly,Rock,,Rattled, Rock Head, Sturdy,50,80,95,10,45,10,290,4,1000000,FALSO,255,FALSO,FALSO,FALSO,FALSO,0.5,15,60,50,50,20,Undiscovered,,58,Ordinary,
Mime Jr.,Psychic,Fairy,Filter, Soundproof, Technician,20,25,45,70,90,60,310,4,1000000,FALSO,145,FALSO,FALSO,FALSO,FALSO,0.6,13,36.1,50,50,25,Undiscovered,,62,Ordinary,
Happiny,Normal,,Friend Guard, Natural Cure, Serene Grace,100,5,5,15,65,30,220,4,800000,FALSO,130,FALSO,FALSO,FALSO,FALSO,0.6,24.4,67.8,0,100,40,Undiscovered,,110,Ordinary,
Chatot,Normal,Flying,Big Pecks, Keen Eye, Tangled Feet,76,65,45,92,42,91,411,4,1059860,VERDADERO,30,FALSO,FALSO,FALSO,FALSO,0.5,1.9,7.6,50,50,20,Flying,,144,Ordinary,
Spiritomb,Ghost,Dark,Infiltrator, Pressure,,50,92,108,92,108,35,485,4,1000000,VERDADERO,100,FALSO,FALSO,FALSO,FALSO,1,108,108,50,50,30,Amorphous,,170,Ordinary,
Gible,Dragon,Ground,Rough Skin, Sand Veil,,58,70,45,40,45,42,300,4,1250000,FALSO,45,FALSO,FALSO,FALSO,FALSO,0.7,20.5,41.8,50,50,40,Monster,Dragon,60,Ordinary,
Gabite,Dragon,Ground,Rough Skin, Sand Veil,,68,90,65,50,55,82,410,4,1250000,FALSO,45,FALSO,FALSO,FALSO,FALSO,1.4,56,28.6,50,50,40,Monster,Dragon,144,Ordinary,
Garchomp,Dragon,Ground,Rough Skin, Sand Veil,,108,130,95,80,85,102,600,4,1250000,VERDADERO,45,FALSO,FALSO,FALSO,FALSO,1.9,95,26.3,50,50,40,Monster,Dragon,300,Ordinary,
Mega Garchomp,Dragon,Ground,Sand Force,,,108,170,115,120,95,92,700,6,1250000,VERDADERO,45,FALSO,VERDADERO,FALSO,FALSO,1.9,95,26.3,50,50,40,Monster,Dragon,315,Ordinary,
Munchlax,Normal,,Gluttony, Pickup, Thick Fat,135,85,40,40,85,5,390,4,1250000,FALSO,50,FALSO,FALSO,FALSO,FALSO,0.6,105,291.7,87.5,12.5,40,Undiscovered,,78,Ordinary,
Riolu,Fighting,,Inner Focus, Prankster, Steadfast,40,70,40,35,40,60,285,4,1059860,FALSO,75,FALSO,FALSO,FALSO,FALSO,0.7,20.2,41.2,87.5,12.5,25,Undiscovered,,57,Ordinary,
Lucario,Fighting,Steel,Inner Focus, Justified, Steadfast,70,110,70,115,70,90,525,4,1059860,VERDADERO,45,FALSO,FALSO,FALSO,FALSO,1.2,54,37.5,87.5,12.5,25,Ground,Human-Like,184,Ordinary,
Mega Lucario,Fighting,Steel,Adaptability,,,70,145,88,140,70,112,625,6,1059860,VERDADERO,45,FALSO,VERDADERO,FALSO,FALSO,1.3,57.5,34,87.5,12.5,25,Ground,Human-Like,219,Ordinary,
Hippopotas,Ground,,Sand Force, Sand Stream,,68,72,78,38,42,32,330,4,1250000,FALSO,140,FALSO,FALSO,FALSO,FALSO,0.8,49.5,77.3,50,50,30,Ground,,66,Ordinary,
Hippowdon,Ground,,Sand Force, Sand Stream,,108,112,118,68,72,47,525,4,1250000,VERDADERO,60,FALSO,FALSO,FALSO,FALSO,2,300,75,50,50,30,Ground,,184,Ordinary,
Skorupi,Poison,Bug,Battle Armor, Keen Eye, Sniper,40,50,90,30,55,65,330,4,1250000,FALSO,120,FALSO,FALSO,FALSO,FALSO,0.8,12,18.8,50,50,20,Bug,Water3,66,Ordinary,
Drapion,Poison,Dark,Battle Armor, Keen Eye, Sniper,70,90,110,60,75,95,500,4,1250000,VERDADERO,45,FALSO,FALSO,FALSO,FALSO,1.3,61.5,36.4,50,50,20,Bug,Water3,175,Ordinary,
Croagunk,Poison,Fighting,Anticipation, Dry Skin, Poison Touch,48,61,40,61,40,50,300,4,1000000,FALSO,140,FALSO,FALSO,FALSO,FALSO,0.7,23,46.9,50,50,10,Human-Like,,60,Ordinary,
Toxicroak,Poison,Fighting,Anticipation, Dry Skin, Poison Touch,83,106,65,86,65,85,490,4,1000000,VERDADERO,75,FALSO,FALSO,FALSO,FALSO,1.3,44.4,26.3,50,50,20,Human-Like,,172,Ordinary,
Carnivine,Grass,,Levitate,,,74,100,72,90,72,46,454,4,1250000,VERDADERO,200,FALSO,FALSO,FALSO,FALSO,1.4,27,13.8,50,50,25,Grass,,159,Ordinary,
Finneon,Water,,Storm Drain, Swift Swim, Water Veil,49,49,56,49,61,66,330,4,600000,FALSO,190,FALSO,FALSO,FALSO,FALSO,0.4,7,43.8,50,50,20,Water2,,66,Ordinary,
Lumineon,Water,,Storm Drain, Swift Swim, Water Veil,69,69,76,69,86,91,460,4,600000,VERDADERO,75,FALSO,FALSO,FALSO,FALSO,1.2,24,16.7,50,50,20,Water2,,161,Ordinary,
Mantyke,Water,Flying,Swift Swim, Water Absorb, Water Veil,45,20,50,60,120,50,345,4,1250000,FALSO,25,FALSO,FALSO,FALSO,FALSO,1,65,65,50,50,25,Undiscovered,,69,Ordinary,
Snover,Grass,Ice,Snow Warning, Soundproof,,60,62,50,62,60,40,334,4,1250000,FALSO,120,FALSO,FALSO,FALSO,FALSO,1,50.5,50.5,50,50,20,Monster,Grass,67,Ordinary,
Abomasnow,Grass,Ice,Snow Warning, Soundproof,,90,92,75,92,85,60,494,4,1250000,VERDADERO,60,FALSO,FALSO,FALSO,FALSO,2.2,135.5,28,50,50,20,Monster,Grass,173,Ordinary,
Mega Abomasnow,Grass,Ice,Snow Warning,,,90,132,105,132,105,30,594,6,1250000,VERDADERO,60,FALSO,VERDADERO,FALSO,FALSO,2.7,185,25.4,50,50,20,Monster,Grass,208,Ordinary,
Weavile,Dark,Ice,Pickpocket, Pressure,,70,120,65,45,85,125,510,4,1059860,VERDADERO,45,FALSO,FALSO,FALSO,FALSO,1.1,34,28.1,50,50,20,Ground,,179,Ordinary,
Magnezone,Electric,Steel,Analytic, Magnet Pull, Sturdy,70,70,115,130,90,60,535,4,1000000,VERDADERO,30,FALSO,FALSO,FALSO,FALSO,1.2,180,125,0,0,20,Mineral,,268,Ordinary,
Lickilicky,Normal,,Cloud Nine, Oblivious, Own Tempo,110,85,95,80,95,50,515,4,1000000,VERDADERO,30,FALSO,FALSO,FALSO,FALSO,1.7,140,48.4,50,50,20,Monster,,180,Ordinary,
Rhyperior,Ground,Rock,Lightning Rod, Reckless, Solid Rock,115,140,130,55,55,40,535,4,1250000,VERDADERO,30,FALSO,FALSO,FALSO,FALSO,2.4,282.8,49.1,50,50,20,Monster,Ground,268,Ordinary,
Tangrowth,Grass,,Chlorophyll, Leaf Guard, Regenerator,100,100,125,110,50,50,535,4,1000000,VERDADERO,30,FALSO,FALSO,FALSO,FALSO,2,128.6,32.2,50,50,20,Grass,,187,Ordinary,
Electivire,Electric,,Motor Drive, Vital Spirit,,75,123,67,95,85,95,540,4,1000000,VERDADERO,30,FALSO,FALSO,FALSO,FALSO,1.8,138.6,42.8,75,25,25,Human-Like,,270,Ordinary,
Magmortar,Fire,,Flame Body, Vital Spirit,,75,95,67,125,95,83,540,4,1000000,VERDADERO,30,FALSO,FALSO,FALSO,FALSO,1.6,68,26.6,75,25,25,Human-Like,,270,Ordinary,
Togekiss,Fairy,Flying,Hustle, Serene Grace, Super Luck,85,50,95,120,115,80,545,4,800000,VERDADERO,30,FALSO,FALSO,FALSO,FALSO,1.5,38,16.9,87.5,12.5,10,Flying,Fairy,273,Ordinary,
Yanmega,Bug,Flying,Frisk, Speed Boost, Tinted Lens,86,76,86,116,56,95,515,4,1000000,VERDADERO,30,FALSO,FALSO,FALSO,FALSO,1.9,51.5,14.3,50,50,20,Bug,,180,Ordinary,
Leafeon,Grass,,Chlorophyll, Leaf Guard,,65,110,130,60,65,95,525,4,1000000,VERDADERO,45,FALSO,FALSO,FALSO,FALSO,1,25.5,25.5,87.5,12.5,35,Ground,,184,Ordinary,
Glaceon,Ice,,Ice Body, Snow Cloak,,65,60,110,130,95,65,525,4,1000000,VERDADERO,45,FALSO,FALSO,FALSO,FALSO,0.8,25.9,40.5,87.5,12.5,35,Ground,,184,Ordinary,
Gliscor,Ground,Flying,Hyper Cutter, Poison Heal, Sand Veil,75,95,125,45,75,95,510,4,1059860,VERDADERO,30,FALSO,FALSO,FALSO,FALSO,2,42.5,10.6,50,50,20,Bug,,179,Ordinary,
Mamoswine,Ice,Ground,Oblivious, Snow Cloak, Thick Fat,110,130,80,70,60,80,530,4,1250000,VERDADERO,50,FALSO,FALSO,FALSO,FALSO,2.5,291,46.6,50,50,20,Ground,,265,Ordinary,
Porygon-Z,Normal,,Adaptability, Analytic, Download,85,80,70,135,75,90,535,4,1000000,VERDADERO,30,FALSO,FALSO,FALSO,FALSO,0.9,34,42,0,0,20,Mineral,,268,Ordinary,
Gallade,Psychic,Fighting,Justified, Steadfast,,68,125,65,65,115,80,518,4,1250000,VERDADERO,45,FALSO,FALSO,FALSO,FALSO,1.6,52,20.3,100,0,20,Human-Like,Amorphous,259,Ordinary,
Mega Gallade,Psychic,Fighting,Inner Focus,,,68,165,95,65,115,110,618,6,1250000,VERDADERO,45,FALSO,VERDADERO,FALSO,FALSO,1.6,56.4,22,100,0,20,Amorphous,,278,Ordinary,
Probopass,Rock,Steel,Magnet Pull, Sand Force, Sturdy,60,55,145,75,150,40,525,4,1000000,VERDADERO,60,FALSO,FALSO,FALSO,FALSO,1.4,340,173.5,50,50,20,Mineral,,184,Ordinary,
Dusknoir,Ghost,,Frisk, Pressure,,45,100,135,65,135,45,525,4,800000,VERDADERO,45,FALSO,FALSO,FALSO,FALSO,2.2,106.6,22,50,50,25,Amorphous,,263,Ordinary,
Froslass,Ice,Ghost,Cursed Body, Snow Cloak,,70,80,70,80,70,110,480,4,1000000,VERDADERO,75,FALSO,FALSO,FALSO,FALSO,1.3,26.6,15.7,0,100,20,Fairy,Mineral,168,Ordinary,
Rotom,Electric,Ghost,Levitate,,,50,50,77,95,77,91,440,4,1000000,VERDADERO,45,FALSO,FALSO,FALSO,FALSO,0.3,0.3,3.3,0,0,20,Amorphous,,154,Ordinary,
Uxie,Psychic,,Levitate,,,75,75,130,75,130,95,580,4,1250000,VERDADERO,3,VERDADERO,FALSO,FALSO,FALSO,0.3,0.3,3.3,0,0,80,Undiscovered,,290,Semi-Legendary,
Mesprit,Psychic,,Levitate,,,80,105,105,105,105,80,580,4,1250000,VERDADERO,3,VERDADERO,FALSO,FALSO,FALSO,0.3,0.3,3.3,0,0,80,Undiscovered,,290,Semi-Legendary,
Azelf,Psychic,,Levitate,,,75,125,70,125,70,115,580,4,1250000,VERDADERO,3,VERDADERO,FALSO,FALSO,FALSO,0.3,0.3,3.3,0,0,80,Undiscovered,,290,Semi-Legendary,
Dialga,Steel,Dragon,Pressure, Telepathy,,100,120,120,150,100,90,680,4,1250000,VERDADERO,3,VERDADERO,FALSO,FALSO,FALSO,5.4,683,23.4,0,0,120,Undiscovered,,340,Legendary,
Palkia,Water,Dragon,Pressure, Telepathy,,90,120,100,150,120,100,680,4,1250000,VERDADERO,3,VERDADERO,FALSO,FALSO,FALSO,4.2,336,19,0,0,120,Undiscovered,,340,Legendary,
Heatran,Fire,Steel,Flame Body, Flash Fire,,91,90,106,130,106,77,600,4,1250000,VERDADERO,3,VERDADERO,FALSO,FALSO,FALSO,1.7,430,148.8,50,50,10,Undiscovered,,300,Semi-Legendary,
Regigigas,Normal,,Slow Start,,,110,160,110,80,110,100,670,4,1250000,VERDADERO,3,VERDADERO,FALSO,FALSO,FALSO,3.7,420,30.7,0,0,120,Undiscovered,,335,Semi-Legendary,
Giratina,Ghost,Dragon,Pressure, Telepathy,,150,100,120,100,120,90,680,4,1250000,VERDADERO,3,VERDADERO,FALSO,FALSO,FALSO,4.5,750,37,0,0,120,Undiscovered,,340,Legendary,
Cresselia,Psychic,,Levitate,,,120,70,120,75,130,85,600,4,1250000,VERDADERO,3,VERDADERO,FALSO,FALSO,FALSO,1.5,85.6,38,0,100,120,Undiscovered,,290,Semi-Legendary,
Phione,Water,,Hydration,,,80,80,80,80,80,80,480,4,1250000,VERDADERO,30,VERDADERO,FALSO,FALSO,FALSO,0.4,3.1,19.4,0,0,40,Water1,Fairy,216,Mythical,
Manaphy,Water,,Hydration,,,100,100,100,100,100,100,600,4,1250000,VERDADERO,3,VERDADERO,FALSO,FALSO,FALSO,0.3,1.4,15.6,0,0,10,Water1,Fairy,270,Mythical,
Darkrai,Dark,,Bad Dreams,,,70,90,90,135,90,125,600,4,1250000,VERDADERO,3,VERDADERO,FALSO,FALSO,FALSO,1.5,50.5,22.4,0,0,120,Undiscovered,,270,Mythical,
Arceus,Normal,,Multitype,,,120,120,120,120,120,120,720,4,1250000,VERDADERO,3,VERDADERO,FALSO,FALSO,FALSO,3.2,320,31.3,0,0,120,Undiscovered,,360,Mythical,
Victini,Psychic,Fire,Victory Star,,,100,100,100,100,100,100,600,5,1250000,VERDADERO,3,VERDADERO,FALSO,FALSO,FALSO,0.4,4,25,0,0,120,Undiscovered,,300,Mythical,
Snivy,Grass,,Contrary, Overgrow,,45,45,55,45,55,63,308,5,1059860,FALSO,45,FALSO,FALSO,FALSO,FALSO,0.6,8.1,22.5,87.5,12.5,20,Ground,Grass,62,Ordinary,
Servine,Grass,,Contrary, Overgrow,,60,60,75,60,75,83,413,5,1059860,FALSO,45,FALSO,FALSO,FALSO,FALSO,0.8,16,25,87.5,12.5,20,Ground,Grass,145,Ordinary,
Serperior,Grass,,Contrary, Overgrow,,75,75,95,75,95,113,528,5,1059860,VERDADERO,45,FALSO,FALSO,FALSO,FALSO,3.3,63,5.8,87.5,12.5,20,Ground,Grass,238,Ordinary,
Tepig,Fire,,Blaze, Thick Fat,,65,63,45,45,45,45,308,5,1059860,FALSO,45,FALSO,FALSO,FALSO,FALSO,0.5,9.9,39.6,87.5,12.5,20,Ground,,62,Ordinary,
Pignite,Fire,Fighting,Blaze, Thick Fat,,90,93,55,70,55,55,418,5,1059860,FALSO,45,FALSO,FALSO,FALSO,FALSO,1,55.5,55.5,87.5,12.5,20,Ground,,146,Ordinary,
Emboar,Fire,Fighting,Blaze, Reckless,,110,123,65,100,65,65,528,5,1059860,VERDADERO,45,FALSO,FALSO,FALSO,FALSO,1.6,150,58.6,87.5,12.5,20,Ground,,238,Ordinary,
Oshawott,Water,,Shell Armor, Torrent,,55,55,45,63,45,45,308,5,1059860,FALSO,45,FALSO,FALSO,FALSO,FALSO,0.5,5.9,23.6,87.5,12.5,20,Ground,,62,Ordinary,
Dewott,Water,,Shell Armor, Torrent,,75,75,60,83,60,60,413,5,1059860,FALSO,45,FALSO,FALSO,FALSO,FALSO,0.8,24.5,38.3,87.5,12.5,20,Ground,,145,Ordinary,
Samurott,Water,,Shell Armor, Torrent,,95,100,85,108,70,70,528,5,1059860,VERDADERO,45,FALSO,FALSO,FALSO,FALSO,1.5,94.6,42,87.5,12.5,20,Ground,,264,Ordinary,
Patrat,Normal,,Analytic, Keen Eye, Run Away,45,55,39,35,39,42,255,5,1000000,FALSO,255,FALSO,FALSO,FALSO,FALSO,0.5,11.6,46.4,50,50,15,Ground,,51,Ordinary,
Watchog,Normal,,Analytic, Illuminate, Keen Eye,60,85,69,60,69,77,420,5,1000000,VERDADERO,255,FALSO,FALSO,FALSO,FALSO,1.1,27,22.3,50,50,20,Ground,,147,Ordinary,
Lillipup,Normal,,Pickup, Run Away, Vital Spirit,45,60,45,25,45,55,275,5,1059860,FALSO,255,FALSO,FALSO,FALSO,FALSO,0.4,4.1,25.6,50,50,15,Ground,,55,Ordinary,
Herdier,Normal,,Intimidate, Sand Rush, Scrappy,65,80,65,35,65,60,370,5,1059860,FALSO,120,FALSO,FALSO,FALSO,FALSO,0.9,14.7,18.1,50,50,15,Ground,,130,Ordinary,
Stoutland,Normal,,Intimidate, Sand Rush, Scrappy,85,110,90,45,90,80,500,5,1059860,VERDADERO,45,FALSO,FALSO,FALSO,FALSO,1.2,61,42.4,50,50,15,Ground,,250,Ordinary,
Purrloin,Dark,,Limber, Prankster, Unburden,41,50,37,50,37,66,281,5,1000000,FALSO,255,FALSO,FALSO,FALSO,FALSO,0.4,10.1,63.1,50,50,20,Ground,,56,Ordinary,
Liepard,Dark,,Limber, Prankster, Unburden,64,88,50,88,50,106,446,5,1000000,VERDADERO,90,FALSO,FALSO,FALSO,FALSO,1.1,37.5,31,50,50,20,Ground,,156,Ordinary,
Pansage,Grass,,Gluttony, Overgrow,,50,53,48,53,48,64,316,5,1000000,FALSO,190,FALSO,FALSO,FALSO,FALSO,0.6,10.5,29.2,87.5,12.5,20,Ground,,63,Ordinary,
Simisage,Grass,,Gluttony, Overgrow,,75,98,63,98,63,101,498,5,1000000,VERDADERO,75,FALSO,FALSO,FALSO,FALSO,1.1,30.5,25.2,87.5,12.5,20,Ground,,174,Ordinary,
Pansear,Fire,,Blaze, Gluttony,,50,53,48,53,48,64,316,5,1000000,FALSO,190,FALSO,FALSO,FALSO,FALSO,0.6,11,30.6,87.5,12.5,20,Ground,,63,Ordinary,
Simisear,Fire,,Blaze, Gluttony,,75,98,63,98,63,101,498,5,1000000,VERDADERO,75,FALSO,FALSO,FALSO,FALSO,1,28,28,87.5,12.5,20,Ground,,174,Ordinary,
Panpour,Water,,Gluttony, Torrent,,50,53,48,53,48,64,316,5,1000000,FALSO,190,FALSO,FALSO,FALSO,FALSO,0.6,13.5,37.5,87.5,12.5,20,Ground,,63,Ordinary,
Simipour,Water,,Gluttony, Torrent,,75,98,63,98,63,101,498,5,1000000,VERDADERO,75,FALSO,FALSO,FALSO,FALSO,1,29,29,87.5,12.5,20,Ground,,174,Ordinary,
Munna,Psychic,,Forewarn, Synchronize, Telepathy,76,25,45,67,55,24,292,5,800000,FALSO,190,FALSO,FALSO,FALSO,FALSO,0.6,23.3,64.7,50,50,10,Ground,,58,Ordinary,
Musharna,Psychic,,Forewarn, Synchronize, Telepathy,116,55,85,107,95,29,487,5,800000,VERDADERO,75,FALSO,FALSO,FALSO,FALSO,1.1,60.5,50,50,50,10,Ground,,170,Ordinary,
Pidove,Normal,Flying,Big Pecks, Rivalry, Super Luck,50,55,50,36,30,43,264,5,1059860,FALSO,255,FALSO,FALSO,FALSO,FALSO,0.3,2.1,23.3,50,50,15,Flying,,53,Ordinary,
Tranquill,Normal,Flying,Big Pecks, Rivalry, Super Luck,62,77,62,50,42,65,358,5,1059860,FALSO,120,FALSO,FALSO,FALSO,FALSO,0.6,15,41.7,50,50,15,Flying,,125,Ordinary,
Unfezant,Normal,Flying,Big Pecks, Rivalry, Super Luck,80,115,80,65,55,93,488,5,1059860,VERDADERO,45,FALSO,FALSO,FALSO,FALSO,1.2,29,20.1,50,50,15,Flying,,244,Ordinary,
Blitzle,Electric,,Lightning Rod, Motor Drive, Sap Sipper,45,60,32,50,32,76,295,5,1000000,FALSO,190,FALSO,FALSO,FALSO,FALSO,0.8,29.8,46.6,50,50,20,Ground,,59,Ordinary,
Zebstrika,Electric,,Lightning Rod, Motor Drive, Sap Sipper,75,100,63,80,63,116,497,5,1000000,VERDADERO,75,FALSO,FALSO,FALSO,FALSO,1.6,79.5,31.1,50,50,20,Ground,,174,Ordinary,
Roggenrola,Rock,,Sand Force, Sturdy, Weak Armor,55,75,85,25,25,15,280,5,1059860,FALSO,255,FALSO,FALSO,FALSO,FALSO,0.4,18,112.5,50,50,15,Mineral,,56,Ordinary,
Boldore,Rock,,Sand Force, Sturdy, Weak Armor,70,105,105,50,40,20,390,5,1059860,FALSO,120,FALSO,FALSO,FALSO,FALSO,0.9,102,125.9,50,50,15,Mineral,,137,Ordinary,
Gigalith,Rock,,Sand Force, Sand Stream, Sturdy,85,135,130,60,80,25,515,5,1059860,VERDADERO,45,FALSO,FALSO,FALSO,FALSO,1.7,260,90,50,50,15,Mineral,,258,Ordinary,
Woobat,Psychic,Flying,Klutz, Simple, Unaware,65,45,43,55,43,72,323,5,1000000,FALSO,190,FALSO,FALSO,FALSO,FALSO,0.4,2.1,13.1,50,50,15,Ground,Flying,65,Ordinary,
Swoobat,Psychic,Flying,Klutz, Simple, Unaware,67,57,55,77,55,114,425,5,1000000,VERDADERO,45,FALSO,FALSO,FALSO,FALSO,0.9,10.5,13,50,50,15,Ground,Flying,149,Ordinary,
Drilbur,Ground,,Mold Breaker, Sand Force, Sand Rush,60,85,40,30,45,68,328,5,1000000,FALSO,120,FALSO,FALSO,FALSO,FALSO,0.3,8.5,94.4,50,50,20,Ground,,66,Ordinary,
Excadrill,Ground,Steel,Mold Breaker, Sand Force, Sand Rush,110,135,60,50,65,88,508,5,1000000,VERDADERO,60,FALSO,FALSO,FALSO,FALSO,0.7,40.4,82.4,50,50,20,Ground,,178,Ordinary,
Audino,Normal,,Healer, Klutz, Regenerator,103,60,86,60,86,50,445,5,800000,VERDADERO,255,FALSO,FALSO,FALSO,FALSO,1.1,31,25.6,50,50,20,Fairy,,390,Ordinary,
Mega Audino,Normal,Fairy,Healer,,,103,60,126,80,126,50,545,6,800000,VERDADERO,255,FALSO,VERDADERO,FALSO,FALSO,1.5,32,14.2,50,50,20,Fairy,,425,Ordinary,
Timburr,Fighting,,Guts, Iron Fist, Sheer Force,75,80,55,25,35,35,305,5,1059860,FALSO,180,FALSO,FALSO,FALSO,FALSO,0.6,12.5,34.7,75,25,20,Human-Like,,61,Ordinary,
Gurdurr,Fighting,,Guts, Iron Fist, Sheer Force,85,105,85,40,50,40,405,5,1059860,FALSO,90,FALSO,FALSO,FALSO,FALSO,1.2,40,27.8,75,25,20,Human-Like,,142,Ordinary,
Conkeldurr,Fighting,,Guts, Iron Fist, Sheer Force,105,140,95,55,65,45,505,5,1059860,VERDADERO,45,FALSO,FALSO,FALSO,FALSO,1.4,87,44.4,75,25,20,Human-Like,,253,Ordinary,
Tympole,Water,,Hydration, Swift Swim, Water Absorb,50,50,40,50,40,64,294,5,1059860,FALSO,255,FALSO,FALSO,FALSO,FALSO,0.5,4.5,18,50,50,20,Water1,,59,Ordinary,
Palpitoad,Water,Ground,Hydration, Swift Swim, Water Absorb,75,65,55,65,55,69,384,5,1059860,FALSO,120,FALSO,FALSO,FALSO,FALSO,0.8,17,26.6,50,50,20,Water1,,134,Ordinary,
Seismitoad,Water,Ground,Poison Touch, Swift Swim, Water Absorb,105,95,75,85,75,74,509,5,1059860,VERDADERO,45,FALSO,FALSO,FALSO,FALSO,1.5,62,27.6,50,50,20,Water1,,255,Ordinary,
Throh,Fighting,,Guts, Inner Focus, Mold Breaker,120,100,85,30,85,45,465,5,1000000,VERDADERO,45,FALSO,FALSO,FALSO,FALSO,1.3,55.5,32.8,100,0,20,Human-Like,,163,Ordinary,
Sawk,Fighting,,Inner Focus, Mold Breaker, Sturdy,75,125,75,30,75,85,465,5,1000000,VERDADERO,45,FALSO,FALSO,FALSO,FALSO,1.4,51,26,100,0,20,Human-Like,,163,Ordinary,
Sewaddle,Bug,Grass,Chlorophyll, Overcoat, Swarm,45,53,70,40,60,42,310,5,1059860,FALSO,255,FALSO,FALSO,FALSO,FALSO,0.3,2.5,27.8,50,50,15,Bug,,62,Ordinary,
Swadloon,Bug,Grass,Chlorophyll, Leaf Guard, Overcoat,55,63,90,50,80,42,380,5,1059860,FALSO,120,FALSO,FALSO,FALSO,FALSO,0.5,7.3,29.2,50,50,15,Bug,,133,Ordinary,
Leavanny,Bug,Grass,Chlorophyll, Overcoat, Swarm,75,103,80,70,80,92,500,5,1059860,VERDADERO,45,FALSO,FALSO,FALSO,FALSO,1.2,20.5,14.2,50,50,15,Bug,,225,Ordinary,
Venipede,Bug,Poison,Poison Point, Speed Boost, Swarm,30,45,59,30,39,57,260,5,1059860,FALSO,255,FALSO,FALSO,FALSO,FALSO,0.4,5.3,33.1,50,50,15,Bug,,52,Ordinary,
Whirlipede,Bug,Poison,Poison Point, Speed Boost, Swarm,40,55,99,40,79,47,360,5,1059860,FALSO,120,FALSO,FALSO,FALSO,FALSO,1.2,58.5,40.6,50,50,15,Bug,,126,Ordinary,
Scolipede,Bug,Poison,Poison Point, Speed Boost, Swarm,60,100,89,55,69,112,485,5,1059860,VERDADERO,45,FALSO,FALSO,FALSO,FALSO,2.5,200.5,32.1,50,50,20,Bug,,243,Ordinary,
Cottonee,Grass,Fairy,Chlorophyll, Infiltrator, Prankster,40,27,60,37,50,66,280,5,1000000,FALSO,190,FALSO,FALSO,FALSO,FALSO,0.3,0.6,6.7,50,50,20,Grass,Fairy,56,Ordinary,
Whimsicott,Grass,Fairy,Chlorophyll, Infiltrator, Prankster,60,67,85,77,75,116,480,5,1000000,VERDADERO,75,FALSO,FALSO,FALSO,FALSO,0.7,6.6,13.5,50,50,20,Grass,Fairy,168,Ordinary,
Petilil,Grass,,Chlorophyll, Leaf Guard, Own Tempo,45,35,50,70,50,30,280,5,1000000,FALSO,190,FALSO,FALSO,FALSO,FALSO,0.5,6.6,26.4,0,100,20,Grass,,56,Ordinary,
